Blueprint ID,Material Type,Quantity,Material ID,Material Name,Product Name,Product Quantity,Product typeIDs,activity
693,materials,12000,38,Nocxium,Tempest,1,639,production
693,materials,6000,39,Zydrine,Tempest,1,639,production
693,materials,3000,40,Megacyte,Tempest,1,639,production
693,materials,200,57478,Auto-Integrity Preservation Seal,Tempest,1,639,production
693,materials,1,57479,Core Temperature Regulator,Tempest,1,639,production
693,materials,100,57486,Life Support Backup Unit,Tempest,1,639,production
784,skills,5,3380,Industry,Miner II,1,482,production
784,skills,1,11447,Laser Physics,Miner II,1,482,production
784,skills,1,11452,Mechanical Engineering,Miner II,1,482,production
784,materials,1,11399,Morphite,Miner II,1,482,production
784,materials,8,3689,Mechanical Parts,Miner II,1,482,production
784,materials,1,483,Miner I,Miner II,1,482,production
784,materials,5,11541,Photon Microprocessor,Miner II,1,482,production
784,materials,3,11689,Laser Focusing Crystals,Miner II,1,482,production
784,materials,1,11482,R.A.M.- Energy Tech,Miner II,1,482,production
785,skills,1,3380,Industry,Miner I,1,483,production
785,materials,1324,34,Tritanium,Miner I,1,483,production
785,materials,481,35,Pyerite,Miner I,1,483,production
785,materials,119,36,Mexallon,Miner I,1,483,production
786,skills,1,3380,Industry,Light Missile Launcher I,1,499,production
786,materials,471,34,Tritanium,Light Missile Launcher I,1,499,production
786,materials,716,35,Pyerite,Light Missile Launcher I,1,499,production
788,skills,1,3380,Industry,Heavy Missile Launcher I,1,501,production
788,materials,3258,34,Tritanium,Heavy Missile Launcher I,1,501,production
788,materials,2926,35,Pyerite,Heavy Missile Launcher I,1,501,production
788,materials,107,36,Mexallon,Heavy Missile Launcher I,1,501,production
790,skills,1,3380,Industry,Torpedo Launcher I,1,503,production
790,materials,22,40,Megacyte,Torpedo Launcher I,1,503,production
790,materials,122,34,Tritanium,Torpedo Launcher I,1,503,production
790,materials,1342,35,Pyerite,Torpedo Launcher I,1,503,production
790,materials,9,38,Nocxium,Torpedo Launcher I,1,503,production
790,materials,4,39,Zydrine,Torpedo Launcher I,1,503,production
803,skills,1,3380,Industry,Mjolnir Cruise Missile,100,202,production
803,materials,3084,34,Tritanium,Mjolnir Cruise Missile,100,202,production
803,materials,472,35,Pyerite,Mjolnir Cruise Missile,100,202,production
803,materials,68,36,Mexallon,Mjolnir Cruise Missile,100,202,production
803,materials,4,39,Zydrine,Mjolnir Cruise Missile,100,202,production
804,skills,1,3380,Industry,Scourge Cruise Missile,100,203,production
804,materials,1867,34,Tritanium,Scourge Cruise Missile,100,203,production
804,materials,144,35,Pyerite,Scourge Cruise Missile,100,203,production
804,materials,17,36,Mexallon,Scourge Cruise Missile,100,203,production
804,materials,2,38,Nocxium,Scourge Cruise Missile,100,203,production
804,materials,4,39,Zydrine,Scourge Cruise Missile,100,203,production
805,skills,1,3380,Industry,Inferno Cruise Missile,100,204,production
805,materials,1842,34,Tritanium,Inferno Cruise Missile,100,204,production
805,materials,707,35,Pyerite,Inferno Cruise Missile,100,204,production
805,materials,4,39,Zydrine,Inferno Cruise Missile,100,204,production
806,skills,1,3380,Industry,Nova Cruise Missile,100,205,production
806,materials,1447,34,Tritanium,Nova Cruise Missile,100,205,production
806,materials,81,36,Mexallon,Nova Cruise Missile,100,205,production
806,materials,4,37,Isogen,Nova Cruise Missile,100,205,production
806,materials,2,39,Zydrine,Nova Cruise Missile,100,205,production
807,skills,1,3380,Industry,Nova Heavy Missile,100,206,production
807,materials,351,34,Tritanium,Nova Heavy Missile,100,206,production
807,materials,119,35,Pyerite,Nova Heavy Missile,100,206,production
807,materials,1,38,Nocxium,Nova Heavy Missile,100,206,production
808,skills,1,3380,Industry,Mjolnir Heavy Missile,100,207,production
808,materials,496,34,Tritanium,Mjolnir Heavy Missile,100,207,production
808,materials,220,35,Pyerite,Mjolnir Heavy Missile,100,207,production
808,materials,2,38,Nocxium,Mjolnir Heavy Missile,100,207,production
809,skills,1,3380,Industry,Inferno Heavy Missile,100,208,production
809,materials,716,34,Tritanium,Inferno Heavy Missile,100,208,production
809,materials,2,35,Pyerite,Inferno Heavy Missile,100,208,production
809,materials,6,36,Mexallon,Inferno Heavy Missile,100,208,production
809,materials,3,38,Nocxium,Inferno Heavy Missile,100,208,production
810,skills,1,3380,Industry,Scourge Heavy Missile,100,209,production
810,materials,820,34,Tritanium,Scourge Heavy Missile,100,209,production
810,materials,2,38,Nocxium,Scourge Heavy Missile,100,209,production
811,skills,1,3380,Industry,Scourge Light Missile,100,210,production
811,materials,69,34,Tritanium,Scourge Light Missile,100,210,production
811,materials,43,35,Pyerite,Scourge Light Missile,100,210,production
811,materials,2,36,Mexallon,Scourge Light Missile,100,210,production
812,skills,1,3380,Industry,Inferno Light Missile,100,211,production
812,materials,58,34,Tritanium,Inferno Light Missile,100,211,production
812,materials,72,35,Pyerite,Inferno Light Missile,100,211,production
813,skills,1,3380,Industry,Mjolnir Light Missile,100,212,production
813,materials,150,34,Tritanium,Mjolnir Light Missile,100,212,production
813,materials,18,35,Pyerite,Mjolnir Light Missile,100,212,production
813,materials,12,36,Mexallon,Mjolnir Light Missile,100,212,production
814,skills,1,3380,Industry,Nova Light Missile,100,213,production
814,materials,54,34,Tritanium,Nova Light Missile,100,213,production
814,materials,16,35,Pyerite,Nova Light Missile,100,213,production
814,materials,6,36,Mexallon,Nova Light Missile,100,213,production
819,skills,1,3380,Industry,125mm Gatling AutoCannon I,1,484,production
819,materials,231,34,Tritanium,125mm Gatling AutoCannon I,1,484,production
819,materials,220,35,Pyerite,125mm Gatling AutoCannon I,1,484,production
820,skills,1,3380,Industry,150mm Light AutoCannon I,1,485,production
820,materials,996,34,Tritanium,150mm Light AutoCannon I,1,485,production
820,materials,300,35,Pyerite,150mm Light AutoCannon I,1,485,production
820,materials,2,39,Zydrine,150mm Light AutoCannon I,1,485,production
821,skills,1,3380,Industry,200mm AutoCannon I,1,486,production
821,materials,1667,34,Tritanium,200mm AutoCannon I,1,486,production
821,materials,144,35,Pyerite,200mm AutoCannon I,1,486,production
821,materials,83,36,Mexallon,200mm AutoCannon I,1,486,production
821,materials,22,37,Isogen,200mm AutoCannon I,1,486,production
822,skills,1,3380,Industry,250mm Light Artillery Cannon I,1,487,production
822,materials,1596,34,Tritanium,250mm Light Artillery Cannon I,1,487,production
822,materials,690,35,Pyerite,250mm Light Artillery Cannon I,1,487,production
822,materials,144,36,Mexallon,250mm Light Artillery Cannon I,1,487,production
823,skills,1,3380,Industry,280mm Howitzer Artillery I,1,488,production
823,materials,2729,34,Tritanium,280mm Howitzer Artillery I,1,488,production
823,materials,148,35,Pyerite,280mm Howitzer Artillery I,1,488,production
823,materials,171,36,Mexallon,280mm Howitzer Artillery I,1,488,production
823,materials,4,39,Zydrine,280mm Howitzer Artillery I,1,488,production
824,skills,1,3380,Industry,Dual 180mm AutoCannon I,1,489,production
824,materials,827,34,Tritanium,Dual 180mm AutoCannon I,1,489,production
824,materials,598,35,Pyerite,Dual 180mm AutoCannon I,1,489,production
824,materials,493,36,Mexallon,Dual 180mm AutoCannon I,1,489,production
825,skills,1,3380,Industry,220mm Vulcan AutoCannon I,1,490,production
825,materials,2,40,Megacyte,220mm Vulcan AutoCannon I,1,490,production
825,materials,4453,34,Tritanium,220mm Vulcan AutoCannon I,1,490,production
825,materials,1287,35,Pyerite,220mm Vulcan AutoCannon I,1,490,production
825,materials,1199,36,Mexallon,220mm Vulcan AutoCannon I,1,490,production
826,skills,1,3380,Industry,425mm AutoCannon I,1,491,production
826,materials,4529,34,Tritanium,425mm AutoCannon I,1,491,production
826,materials,1643,35,Pyerite,425mm AutoCannon I,1,491,production
826,materials,2413,36,Mexallon,425mm AutoCannon I,1,491,production
826,materials,1,38,Nocxium,425mm AutoCannon I,1,491,production
827,skills,1,3380,Industry,650mm Artillery Cannon I,1,492,production
827,materials,9089,34,Tritanium,650mm Artillery Cannon I,1,492,production
827,materials,2786,35,Pyerite,650mm Artillery Cannon I,1,492,production
827,materials,2827,36,Mexallon,650mm Artillery Cannon I,1,492,production
827,materials,14,37,Isogen,650mm Artillery Cannon I,1,492,production
827,materials,1,38,Nocxium,650mm Artillery Cannon I,1,492,production
828,skills,1,3380,Industry,720mm Howitzer Artillery I,1,493,production
828,materials,9133,34,Tritanium,720mm Howitzer Artillery I,1,493,production
828,materials,2981,35,Pyerite,720mm Howitzer Artillery I,1,493,production
828,materials,3599,36,Mexallon,720mm Howitzer Artillery I,1,493,production
828,materials,2,37,Isogen,720mm Howitzer Artillery I,1,493,production
828,materials,18,38,Nocxium,720mm Howitzer Artillery I,1,493,production
829,skills,1,3380,Industry,Dual 425mm AutoCannon I,1,494,production
829,materials,8,40,Megacyte,Dual 425mm AutoCannon I,1,494,production
829,materials,13684,34,Tritanium,Dual 425mm AutoCannon I,1,494,production
829,materials,4117,35,Pyerite,Dual 425mm AutoCannon I,1,494,production
829,materials,3851,36,Mexallon,Dual 425mm AutoCannon I,1,494,production
829,materials,2,39,Zydrine,Dual 425mm AutoCannon I,1,494,production
830,skills,1,3380,Industry,Dual 650mm Repeating Cannon I,1,495,production
830,materials,45551,34,Tritanium,Dual 650mm Repeating Cannon I,1,495,production
830,materials,12150,35,Pyerite,Dual 650mm Repeating Cannon I,1,495,production
830,materials,6060,36,Mexallon,Dual 650mm Repeating Cannon I,1,495,production
830,materials,1596,37,Isogen,Dual 650mm Repeating Cannon I,1,495,production
830,materials,126,38,Nocxium,Dual 650mm Repeating Cannon I,1,495,production
830,materials,16,39,Zydrine,Dual 650mm Repeating Cannon I,1,495,production
831,skills,1,3380,Industry,800mm Repeating Cannon I,1,496,production
831,materials,68307,34,Tritanium,800mm Repeating Cannon I,1,496,production
831,materials,17839,35,Pyerite,800mm Repeating Cannon I,1,496,production
831,materials,7197,36,Mexallon,800mm Repeating Cannon I,1,496,production
831,materials,1951,37,Isogen,800mm Repeating Cannon I,1,496,production
831,materials,234,38,Nocxium,800mm Repeating Cannon I,1,496,production
831,materials,12,39,Zydrine,800mm Repeating Cannon I,1,496,production
831,materials,26,40,Megacyte,800mm Repeating Cannon I,1,496,production
832,skills,1,3380,Industry,1200mm Artillery Cannon I,1,497,production
832,materials,91067,34,Tritanium,1200mm Artillery Cannon I,1,497,production
832,materials,23527,35,Pyerite,1200mm Artillery Cannon I,1,497,production
832,materials,8613,36,Mexallon,1200mm Artillery Cannon I,1,497,production
832,materials,2294,37,Isogen,1200mm Artillery Cannon I,1,497,production
832,materials,324,38,Nocxium,1200mm Artillery Cannon I,1,497,production
832,materials,18,39,Zydrine,1200mm Artillery Cannon I,1,497,production
832,materials,52,40,Megacyte,1200mm Artillery Cannon I,1,497,production
833,skills,1,3380,Industry,1400mm Howitzer Artillery I,1,498,production
833,materials,113880,34,Tritanium,1400mm Howitzer Artillery I,1,498,production
833,materials,29214,35,Pyerite,1400mm Howitzer Artillery I,1,498,production
833,materials,9747,36,Mexallon,1400mm Howitzer Artillery I,1,498,production
833,materials,2650,37,Isogen,1400mm Howitzer Artillery I,1,498,production
833,materials,411,38,Nocxium,1400mm Howitzer Artillery I,1,498,production
833,materials,42,39,Zydrine,1400mm Howitzer Artillery I,1,498,production
833,materials,74,40,Megacyte,1400mm Howitzer Artillery I,1,498,production
834,skills,1,3380,Industry,Gatling Pulse Laser I,1,450,production
834,materials,231,34,Tritanium,Gatling Pulse Laser I,1,450,production
834,materials,220,35,Pyerite,Gatling Pulse Laser I,1,450,production
835,skills,1,3380,Industry,Dual Light Pulse Laser I,1,451,production
835,materials,1102,34,Tritanium,Dual Light Pulse Laser I,1,451,production
835,materials,113,35,Pyerite,Dual Light Pulse Laser I,1,451,production
835,materials,4,36,Mexallon,Dual Light Pulse Laser I,1,451,production
835,materials,2,38,Nocxium,Dual Light Pulse Laser I,1,451,production
835,materials,2,39,Zydrine,Dual Light Pulse Laser I,1,451,production
836,skills,1,3380,Industry,Dual Light Beam Laser I,1,452,production
836,materials,1742,34,Tritanium,Dual Light Beam Laser I,1,452,production
836,materials,6,35,Pyerite,Dual Light Beam Laser I,1,452,production
836,materials,78,36,Mexallon,Dual Light Beam Laser I,1,452,production
836,materials,13,37,Isogen,Dual Light Beam Laser I,1,452,production
836,materials,2,39,Zydrine,Dual Light Beam Laser I,1,452,production
837,skills,1,3380,Industry,Small Focused Pulse Laser I,1,453,production
837,materials,1556,34,Tritanium,Small Focused Pulse Laser I,1,453,production
837,materials,1158,35,Pyerite,Small Focused Pulse Laser I,1,453,production
837,materials,3,36,Mexallon,Small Focused Pulse Laser I,1,453,production
837,materials,7,37,Isogen,Small Focused Pulse Laser I,1,453,production
838,skills,1,3380,Industry,Small Focused Beam Laser I,1,454,production
838,materials,2200,34,Tritanium,Small Focused Beam Laser I,1,454,production
838,materials,809,35,Pyerite,Small Focused Beam Laser I,1,454,production
838,materials,21,36,Mexallon,Small Focused Beam Laser I,1,454,production
838,materials,4,37,Isogen,Small Focused Beam Laser I,1,454,production
838,materials,4,39,Zydrine,Small Focused Beam Laser I,1,454,production
839,skills,1,3380,Industry,Quad Light Beam Laser I,1,455,production
839,materials,9,34,Tritanium,Quad Light Beam Laser I,1,455,production
839,materials,598,35,Pyerite,Quad Light Beam Laser I,1,455,production
839,materials,493,36,Mexallon,Quad Light Beam Laser I,1,455,production
840,skills,1,3380,Industry,Focused Medium Pulse Laser I,1,456,production
840,materials,2,40,Megacyte,Focused Medium Pulse Laser I,1,456,production
840,materials,4453,34,Tritanium,Focused Medium Pulse Laser I,1,456,production
840,materials,1287,35,Pyerite,Focused Medium Pulse Laser I,1,456,production
840,materials,1199,36,Mexallon,Focused Medium Pulse Laser I,1,456,production
841,skills,1,3380,Industry,Focused Medium Beam Laser I,1,457,production
841,materials,4529,34,Tritanium,Focused Medium Beam Laser I,1,457,production
841,materials,1643,35,Pyerite,Focused Medium Beam Laser I,1,457,production
841,materials,2413,36,Mexallon,Focused Medium Beam Laser I,1,457,production
841,materials,1,38,Nocxium,Focused Medium Beam Laser I,1,457,production
842,skills,1,3380,Industry,Heavy Pulse Laser I,1,458,production
842,materials,9089,34,Tritanium,Heavy Pulse Laser I,1,458,production
842,materials,2786,35,Pyerite,Heavy Pulse Laser I,1,458,production
842,materials,2827,36,Mexallon,Heavy Pulse Laser I,1,458,production
842,materials,14,37,Isogen,Heavy Pulse Laser I,1,458,production
842,materials,1,38,Nocxium,Heavy Pulse Laser I,1,458,production
843,skills,1,3380,Industry,Heavy Beam Laser I,1,459,production
843,materials,9133,34,Tritanium,Heavy Beam Laser I,1,459,production
843,materials,2981,35,Pyerite,Heavy Beam Laser I,1,459,production
843,materials,3599,36,Mexallon,Heavy Beam Laser I,1,459,production
843,materials,2,37,Isogen,Heavy Beam Laser I,1,459,production
843,materials,18,38,Nocxium,Heavy Beam Laser I,1,459,production
844,skills,1,3380,Industry,Dual Heavy Pulse Laser I,1,460,production
844,materials,8,40,Megacyte,Dual Heavy Pulse Laser I,1,460,production
844,materials,13684,34,Tritanium,Dual Heavy Pulse Laser I,1,460,production
844,materials,4117,35,Pyerite,Dual Heavy Pulse Laser I,1,460,production
844,materials,3851,36,Mexallon,Dual Heavy Pulse Laser I,1,460,production
844,materials,2,39,Zydrine,Dual Heavy Pulse Laser I,1,460,production
845,skills,1,3380,Industry,Dual Heavy Beam Laser I,1,461,production
845,materials,45551,34,Tritanium,Dual Heavy Beam Laser I,1,461,production
845,materials,12150,35,Pyerite,Dual Heavy Beam Laser I,1,461,production
845,materials,6060,36,Mexallon,Dual Heavy Beam Laser I,1,461,production
845,materials,1596,37,Isogen,Dual Heavy Beam Laser I,1,461,production
845,materials,126,38,Nocxium,Dual Heavy Beam Laser I,1,461,production
845,materials,16,39,Zydrine,Dual Heavy Beam Laser I,1,461,production
846,skills,1,3380,Industry,Mega Pulse Laser I,1,462,production
846,materials,68307,34,Tritanium,Mega Pulse Laser I,1,462,production
846,materials,17839,35,Pyerite,Mega Pulse Laser I,1,462,production
846,materials,7197,36,Mexallon,Mega Pulse Laser I,1,462,production
846,materials,1951,37,Isogen,Mega Pulse Laser I,1,462,production
846,materials,234,38,Nocxium,Mega Pulse Laser I,1,462,production
846,materials,12,39,Zydrine,Mega Pulse Laser I,1,462,production
846,materials,26,40,Megacyte,Mega Pulse Laser I,1,462,production
847,skills,1,3380,Industry,Mega Beam Laser I,1,463,production
847,materials,91067,34,Tritanium,Mega Beam Laser I,1,463,production
847,materials,23527,35,Pyerite,Mega Beam Laser I,1,463,production
847,materials,8613,36,Mexallon,Mega Beam Laser I,1,463,production
847,materials,2294,37,Isogen,Mega Beam Laser I,1,463,production
847,materials,324,38,Nocxium,Mega Beam Laser I,1,463,production
847,materials,18,39,Zydrine,Mega Beam Laser I,1,463,production
847,materials,52,40,Megacyte,Mega Beam Laser I,1,463,production
848,skills,1,3380,Industry,Tachyon Beam Laser I,1,464,production
848,materials,113880,34,Tritanium,Tachyon Beam Laser I,1,464,production
848,materials,29214,35,Pyerite,Tachyon Beam Laser I,1,464,production
848,materials,9747,36,Mexallon,Tachyon Beam Laser I,1,464,production
848,materials,2650,37,Isogen,Tachyon Beam Laser I,1,464,production
848,materials,411,38,Nocxium,Tachyon Beam Laser I,1,464,production
848,materials,42,39,Zydrine,Tachyon Beam Laser I,1,464,production
848,materials,74,40,Megacyte,Tachyon Beam Laser I,1,464,production
879,skills,1,3380,Industry,Carbonized Lead S,100,178,production
879,materials,27,34,Tritanium,Carbonized Lead S,100,178,production
879,materials,21,35,Pyerite,Carbonized Lead S,100,178,production
880,skills,1,3380,Industry,Nuclear S,100,179,production
880,materials,38,34,Tritanium,Nuclear S,100,179,production
880,materials,32,35,Pyerite,Nuclear S,100,179,production
881,skills,1,3380,Industry,Proton S,100,180,production
881,materials,58,34,Tritanium,Proton S,100,180,production
881,materials,23,35,Pyerite,Proton S,100,180,production
881,materials,1,37,Isogen,Proton S,100,180,production
882,skills,1,3380,Industry,Depleted Uranium S,100,181,production
882,materials,118,34,Tritanium,Depleted Uranium S,100,181,production
882,materials,1,36,Mexallon,Depleted Uranium S,100,181,production
882,materials,2,37,Isogen,Depleted Uranium S,100,181,production
883,skills,1,3380,Industry,Titanium Sabot S,100,182,production
883,materials,58,34,Tritanium,Titanium Sabot S,100,182,production
883,materials,64,35,Pyerite,Titanium Sabot S,100,182,production
883,materials,1,36,Mexallon,Titanium Sabot S,100,182,production
884,skills,1,3380,Industry,Fusion S,100,183,production
884,materials,162,34,Tritanium,Fusion S,100,183,production
884,materials,3,35,Pyerite,Fusion S,100,183,production
884,materials,3,37,Isogen,Fusion S,100,183,production
885,skills,1,3380,Industry,Phased Plasma S,100,184,production
885,materials,164,34,Tritanium,Phased Plasma S,100,184,production
885,materials,17,35,Pyerite,Phased Plasma S,100,184,production
885,materials,3,37,Isogen,Phased Plasma S,100,184,production
886,skills,1,3380,Industry,EMP S,100,185,production
886,materials,204,34,Tritanium,EMP S,100,185,production
886,materials,17,35,Pyerite,EMP S,100,185,production
886,materials,1,38,Nocxium,EMP S,100,185,production
887,skills,1,3380,Industry,Carbonized Lead M,100,186,production
887,materials,164,34,Tritanium,Carbonized Lead M,100,186,production
887,materials,17,35,Pyerite,Carbonized Lead M,100,186,production
887,materials,3,37,Isogen,Carbonized Lead M,100,186,production
888,skills,1,3380,Industry,Nuclear M,100,187,production
888,materials,116,34,Tritanium,Nuclear M,100,187,production
888,materials,129,35,Pyerite,Nuclear M,100,187,production
888,materials,2,36,Mexallon,Nuclear M,100,187,production
889,skills,1,3380,Industry,Proton M,100,188,production
889,materials,139,34,Tritanium,Proton M,100,188,production
889,materials,194,35,Pyerite,Proton M,100,188,production
890,skills,1,3380,Industry,Depleted Uranium M,100,189,production
890,materials,290,34,Tritanium,Depleted Uranium M,100,189,production
890,materials,119,35,Pyerite,Depleted Uranium M,100,189,production
890,materials,14,36,Mexallon,Depleted Uranium M,100,189,production
890,materials,2,37,Isogen,Depleted Uranium M,100,189,production
891,skills,1,3380,Industry,Titanium Sabot M,100,190,production
891,materials,288,34,Tritanium,Titanium Sabot M,100,190,production
891,materials,254,35,Pyerite,Titanium Sabot M,100,190,production
892,skills,1,3380,Industry,Fusion M,100,191,production
892,materials,239,34,Tritanium,Fusion M,100,191,production
892,materials,318,35,Pyerite,Fusion M,100,191,production
892,materials,1,36,Mexallon,Fusion M,100,191,production
893,skills,1,3380,Industry,Phased Plasma M,100,192,production
893,materials,668,34,Tritanium,Phased Plasma M,100,192,production
893,materials,36,35,Pyerite,Phased Plasma M,100,192,production
893,materials,4,36,Mexallon,Phased Plasma M,100,192,production
893,materials,14,37,Isogen,Phased Plasma M,100,192,production
894,skills,1,3380,Industry,EMP M,100,193,production
894,materials,449,34,Tritanium,EMP M,100,193,production
894,materials,417,35,Pyerite,EMP M,100,193,production
894,materials,7,36,Mexallon,EMP M,100,193,production
895,skills,1,3380,Industry,Carbonized Lead L,100,194,production
895,materials,249,34,Tritanium,Carbonized Lead L,100,194,production
895,materials,198,35,Pyerite,Carbonized Lead L,100,194,production
895,materials,1,37,Isogen,Carbonized Lead L,100,194,production
896,skills,1,3380,Industry,Nuclear L,100,195,production
896,materials,520,34,Tritanium,Nuclear L,100,195,production
896,materials,100,35,Pyerite,Nuclear L,100,195,production
896,materials,2,36,Mexallon,Nuclear L,100,195,production
896,materials,2,37,Isogen,Nuclear L,100,195,production
896,materials,2,38,Nocxium,Nuclear L,100,195,production
897,skills,1,3380,Industry,Proton L,100,196,production
897,materials,511,34,Tritanium,Proton L,100,196,production
897,materials,428,35,Pyerite,Proton L,100,196,production
898,skills,1,3380,Industry,Depleted Uranium L,100,197,production
898,materials,458,34,Tritanium,Depleted Uranium L,100,197,production
898,materials,580,35,Pyerite,Depleted Uranium L,100,197,production
899,skills,1,3380,Industry,Titanium Sabot L,100,198,production
899,materials,1040,34,Tritanium,Titanium Sabot L,100,198,production
899,materials,156,35,Pyerite,Titanium Sabot L,100,198,production
899,materials,104,36,Mexallon,Titanium Sabot L,100,198,production
900,skills,1,3380,Industry,Fusion L,100,199,production
900,materials,1236,34,Tritanium,Fusion L,100,199,production
900,materials,223,35,Pyerite,Fusion L,100,199,production
900,materials,110,36,Mexallon,Fusion L,100,199,production
901,skills,1,3380,Industry,Phased Plasma L,100,200,production
901,materials,1529,34,Tritanium,Phased Plasma L,100,200,production
901,materials,89,36,Mexallon,Phased Plasma L,100,200,production
901,materials,23,37,Isogen,Phased Plasma L,100,200,production
902,skills,1,3380,Industry,EMP L,100,201,production
902,materials,1778,34,Tritanium,EMP L,100,201,production
902,materials,127,35,Pyerite,EMP L,100,201,production
902,materials,89,36,Mexallon,EMP L,100,201,production
902,materials,29,37,Isogen,EMP L,100,201,production
936,skills,1,3380,Industry,Executioner,1,589,production
936,materials,32000,34,Tritanium,Executioner,1,589,production
936,materials,6000,35,Pyerite,Executioner,1,589,production
936,materials,2500,36,Mexallon,Executioner,1,589,production
936,materials,500,37,Isogen,Executioner,1,589,production
937,skills,1,3380,Industry,Inquisitor,1,590,production
937,materials,24000,34,Tritanium,Inquisitor,1,590,production
937,materials,4500,35,Pyerite,Inquisitor,1,590,production
937,materials,1875,36,Mexallon,Inquisitor,1,590,production
937,materials,375,37,Isogen,Inquisitor,1,590,production
938,skills,1,3380,Industry,Tormentor,1,591,production
938,materials,32000,34,Tritanium,Tormentor,1,591,production
938,materials,6000,35,Pyerite,Tormentor,1,591,production
938,materials,2500,36,Mexallon,Tormentor,1,591,production
938,materials,500,37,Isogen,Tormentor,1,591,production
939,skills,1,3380,Industry,Navitas,1,592,production
939,materials,24000,34,Tritanium,Navitas,1,592,production
939,materials,4500,35,Pyerite,Navitas,1,592,production
939,materials,1875,36,Mexallon,Navitas,1,592,production
939,materials,375,37,Isogen,Navitas,1,592,production
940,skills,1,3380,Industry,Tristan,1,593,production
940,materials,32000,34,Tritanium,Tristan,1,593,production
940,materials,6000,35,Pyerite,Tristan,1,593,production
